tweet,language,sentiment,,
b'Seryoso ko byy ga sakit na akong dughan\xf0\x9f\x98\x94maglisod nakog ginhawa\xf0\x9f\x98\x94ka remember ka atong nasakit ko? katong sa akong dughan? tong gidala nakog doctor gipa check up? Tungod to sa akong kaguol ba nga ni uli ka sa mindanao\xf0\x9f\x98\xa2pero wala lang ko ni sulti sa imoha sa tinuod\xf0\x9f\x98\x94',others,0,,
b'@Hoogpaan\xf0\x9f\x8d\xb4',others,0,,
b'Farewell \xf0\x9f\x99\x82',en,-1,,
b'@norlanium Extraordinary literature.',en,1,,
b'baha nama lumpia',tl,-1,,
b'\xf0\x9f\x92\x99\xf0\x9f\x92\xaa\xf0\x9f\x8f\xbc https://t.co/RbTgx3Bnx1',others,0,,
b'dont act na parang kayo lang yung ang na betray. \xe2\x98\xba\xef\xb8\x8f kasi sa ginagawa niyo ngayon betrayal na din tawag diyan.',tlen,-1,,
b'Wow \xf0\x9f\x98\x8d',en,-1,,
"b'@_vargashyeds Miss you &amp; love you, see you later!!\xf0\x9f\x98\x98'",en,1,,
"b'ang tagal nyo nganng dalawa, tanong naka ilang break kayo? HAHAHA..'",tl,-1,,
b'@shaahappiness Chikaness',tl,0,,
b'@mercadorchin @lxmybrns Nagsalita ang di manyak og borikat HAHAHAHAHAHA',tl,-1,,
b'https://t.co/zRuLt8S5Jh',others,0,,
b'@iamjmmena HALAAAAAAAA \xf0\x9f\x98\xb1\xf0\x9f\x98\xb1\xf0\x9f\x98\xb1',tl,-1,,
b'@ashleyaspillaaa \xf0\x9f\x92\x97',others,0,,
b'@krmllsn huy bakit',tl,0,,
b'Gutom na ako pero nakakawalang gana kumaen yung init \xf0\x9f\xa5\xba\xf0\x9f\x98\xa9',tl,-1,,
b'@chrstnbsl14 Ka innocenti man oy hahahahah',tlen,-1,,
b'sige mema mo yan eh',tl,-1,,
b'Our Lenten break schedule. \xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f https://t.co/3sDxlo1Aqq',en,1,,
b'8 days to go!!!! #NYD2019Cebu',en,1,,
b'YAWA IPA OJT NA TANAN SYET MAG PARTY TA OY',others,0,,
b'ever heard of collaboration??????',en,-1,,
b'@sergeantsnuggy Pildi sila bungot?',others,0,,
b'whyareyousoinsecure',en,-1,,
b'Where can I watch a full version of stage k starting with red velvet??',en,1,,
b'BAHA NAMAN LUMPIA',tl,-1,,
b'Black summer',en,1,,
"b'Rest in Peace, Lola. We will miss you!! \xe2\x9d\xa4\xef\xb8\x8f Mahal na mahal ka namin.'",en,1,,
b'Okkk https://t.co/Vxi8g0O4IJ',en,1,,
b'@chardable Thank you kuya chardd \xe2\x99\xa1',en,1,,
b'Fuck.',en,-1,,
b'@glemar_sarda Kinsa na?',others,0,,
"b'So nakatagbo nko akong uban nakong classmates ganiha, makamingaw kaayo silaaa :(( unta in ana ra gyapon hangtod college ang hype if magkakita usab :(('",others,0,,
b'@uymrgrtyy Asa mag tan aw ug replay?',others,0,,
b'Im here to read spoilers. Keep it coming while waiting for an illegal DL #GameofThrones',en,1,,
b'@reklamadorph Uyab2 sad oyy grabi sad nang baby',tlen,-1,,
b'Yehey business class for me',en,1,,
b'@EldornM @PANGlNOON @trooooi HAHAHAHAHAHHAHA COMEBACK NA SA SUNDAY OMG 1STWIN!!!',en,1,,
b'Thanks sa gumawa!!! hahaha \xf0\x9f\x92\x96\xf0\x9f\x92\xaf #JudasFeels #BTWEra #NewProfilePic https://t.co/XbqSqGnN3B',tlen,1,,
b'@rhonasaints Anyare sayo???',tl,-1,,
b'Very wrong magopen ng social media account sa public places \xf0\x9f\x98\x86 naAdd kagad ako netong ksabay ko dto s pilaaaaaa \xf0\x9f\x98\xaawao magic wao',tl,-1,,
b'@Queenjirehjoy Pa buangbuang dayon o HAHAHAHA',others,0,,
b'@_LaraMCxx Ibang iba hhahahaha',tl,1,,
b'hi been seeing u around my tl lately n ure really pretty &amp; gorg!! stay strong sa inyo ni toot &amp; i hope we gtk each other \xf0\x9f\xa4\x97',tlen,1,,
b'@_vargashyeds Truely haha',en,1,,
b'bago mag PUERTO make sure prepared na tyo mga BES. bring sildenafil para lagi prepared sa LABAN. https://t.co/klHcbIaVIG',tlen,1,,
b'@RopsSsSanity dingding',tl,0,,
b'Tapusin na agad para wala ng masaktan WHAHAHAHAHAHAHA sorry aken \xf0\x9f\x98\x82 https://t.co/XT486G1QU4',tl,-1,,
b'https://t.co/RvWlG8EpQz',others,0,,
b'@toosassyyyy ang nawawala kung kapatid \xf0\x9f\x98\x82',tl,-1,,
b'1 bucket of shrimps - redtail style spicy &amp; calamari pls',en,0,,
b'Just posted a photo @ Thunderbird Resorts &amp; Casinos - Poro Point https://t.co/3yWdbRdNIN',en,0,,
b'tired',en,-1,,
b'@SamMangaaaa telegram mwahahaahahha',en,1,,
b'#KaiDen \xf0\x9f\x98\x8d\xf0\x9f\x98\x8d\xf0\x9f\x98\x8d\n\npedeng Kayo na lang ulit ?? \xf0\x9f\x98\x82\xf0\x9f\x98\x82\n\n#ALDENonEBxBULAWAN',tl,1,,
"b'g force, let\xe2\x80\x99s get it! \xf0\x9f\x92\xaa\xf0\x9f\x8f\xbb\xf0\x9f\x92\xaa\xf0\x9f\x8f\xbb\xf0\x9f\x92\xaa\xf0\x9f\x8f\xbb\xf0\x9f\x94\xa5\xf0\x9f\x94\xa5\xf0\x9f\x94\xa5 https://t.co/Q3Jys2I2Ch'",en,0,,
b'@eizterfretzie33 Olive green te',tlen,0,,
b'@PridesTech done',en,1,,
"b'Wa ko kaabot sa quiz, so mouli nalang ko. Hahay'",tl,-1,,
b'tangina ng 2 girls and 1 cup',tlen,-1,,
b'@biyahaha_ @trinaysabela Hi sissy Lt kagabi eh no? HAHAHHAHAHAHAHAHAHA',tlen,-1,,
b'PagIbig \xe2\x9c\x94\xef\xb8\x8f \nSSS Number \xe2\x9c\x94\xef\xb8\x8f\nNBI Clearance \xe2\x9c\x94\xef\xb8\x8f \nPhilHealth \xe2\x9c\x94\xef\xb8\x8f \n\nOkay trabaho na lang kulang huehue \xf0\x9f\x98\x81',tlen,0,,
b'tamang luto lang ng spaghetti kahit di marunong HAHAHAHAHAHA https://t.co/HzacKWqVJl',tl,-1,,
b'@IraDominicOL ouch awch aray agay :((',tl,-1,,
b'@mk_ongtao hMMM grr',en,-1,,
b'@chingoals Sana lahat may babe.',tl,1,,
b'\xf0\x9f\x98\xad',emoji,0,,
b'I just wanna talk to someone that is honest and straight forward from the beginning.',en,-1,,
b'Nagsilayasan na naman sila. \xf0\x9f\x98\xab',tl,-1,,
b'@andreyuuuh_ kaya pala chinat ako',tl,-1,,
b'4.19 https://t.co/VD9Tz8VZR1',others,0,,
b'Nagduha-duha pajud kos akong decision.',others,0,,
"b'cute naman ng class ko 4-5:30pm then uwian na haha rizal pa klase haha cute talaga lahat ng prof di na nagpapasok tas ikaw papasukin mo kami, pabibo'",tlen,1,,
b'Na spoil na ako',tl,-1,,
b'@jhnknnthrmb @karlguerraaaa Fuccboi ka talaga see u soon man hehe',tlen,1,,
b'Nakakatampo lang talaga hahahaha',tl,-1,,
b'@chaocolates @jbsimangan *sad reax*',en,-1,,
b'@rhitziee congrats!!! \xe2\x9d\xa4\xef\xb8\x8f',en,1,,
b'12hrs of sleep. \xf0\x9f\xa4\x99',en,1,,
b'@ThaliaMCorpuz Parang tinatamad ako bumangon fvck AHAHAHAHA',tl,1,,
b'@_LaraMCxx kayo lang ni win :((',tl,1,,
b'Credits: @imsteffmadrona \xf0\x9f\x91\x90',en,0,,
b'@gwynnnzxc \xf0\x9f\x92\x97',others,0,,
b'nginang pineapple vid https://t.co/vZAcPuqFnh',tlen,-1,,
"b""I'm at Gerry's Grill in Baliuag, Bulacan https://t.co/Bg7Xu2YkBX""",en,0,,
b'Ganto kamao ko pag nang gigil ako sa mukha mo!\xf0\x9f\x98\x87',tl,-1,,
b'AASSJWNAOANGSUWSSKLSQJW\xf0\x9f\x92\x96\xf0\x9f\x98\xad',others,0,,
"b""We are all a little bit damaged and that's okay \xf0\x9f\x99\x82""",en,1,,
"b'I swear, diabetes is waiting for me at hell.. or atleast the hospital bed'",en,-1,,
b'yung inis ko hanggang ngayon di parin nawawala.',tl,-1,,
b'accpet my flaws',en,-1,,
"b'kwento mo eh, sige ikaw na bida'",tl,-1,,
b'lamia na mag beach oyyy',tlen,1,,
"b'WINGGSSSSS, PIZZZAAAAAA, MILKTEAAAA'",en,1,,
b'Hoyyy ka gutom',tl,-1,,
"b""@reine_ps IKR!!! IT'S A MASTERPIECE!! \xf0\x9f\x92\x9c""",en,1,,
b'2 years with jekki \xf0\x9f\x92\x93',en,1,,
b'Kapoya sad gawas uy hahaha',others,-1,,
b'bug at kaayo sa dughan',others,0,,
b'https://t.co/Rj8g7lEDgd',others,0,,
b'friend: nagaaway nanaman kami \nme: Bakit? \nfriend: PROFOUNDLY \xf0\x9f\xa4\xa6\xf0\x9f\x8f\xbb\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f',tlen,-1,,
b'@airapangilinann Eow traffic eow late BWHAHAHAHAHHHHAHHHAHAHA',tlen,-1,,
b'Boredom got me like: https://t.co/t0T7Xllo0Y',en,-1,,
b'@ArelllJaeee \xf0\x9f\x98\x92\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82',emoji,-1,,
b'sober',en,1,,
b'@keythfajardo Uuwi :((',tl,-1,,
b'Jgh',en,1,,
b'Mukhang nabadtrip sken si jo \xf0\x9f\x98\x94 ayoko na nga di nko mangungulit hahahays',tlen,-1,,
b'@sdcoleee \xf0\x9f\x92\x97',emoji,1,,
b'@katnotkath_ @pldt Taenaa lodiiii ahahahhahahahahaa \xf0\x9f\x94\xa5\xf0\x9f\x94\xa5',tlen,1,,
b'Invade muna ko sa twttr saglit',tlen,0,,
b'Ka busy ba this day uy',tlen,1,,
b'Namiss ko agad yung sinama ako sa training sa rtu labas lahat ng pawis ih \xf0\x9f\x92\xa6',tlen,1,,
b'Sunburn sa ilong. Usto mo yern? Hahahahaha',tlen,-1,,
b'Yow paturo naman pano kumuha ng NBI thru online',tlen,0,,
"b""imysm :'(""",en,-1,,
b'*is one of the',en,0,,
b'Inip much! \xf0\x9f\x98\x86\xf0\x9f\x98\x9c https://t.co/zSZ0hfDRvU',tlen,-1,,
b'Maypa nag black ko today. Huhu',others,0,,
b'@toosassyyyy Ako cute hahaha',tlen,1,,
"b'@FrncsMdl I feel u france bai, naa man diay sakit na inana :))'",others,0,,
b'akala ko ngani hahahaha \xf0\x9f\x98\x82\xf0\x9f\x98\x85',others,0,,
b'Cysts ubos ang brain cells ko in one morning. \xf0\x9f\xa4\xaf',tlen,-1,,
b'Sakit ha hehe',tl,-1,,
b'@janna_regio Wahahahahha',en,1,,
b'to Davao for a holy week vacay wt da fam \xe2\x9d\xa4\xef\xb8\x8f',en,0,,
b'Ako si dilemma \n\nDilemmahal Kay dilemman hitsuraan\xf0\x9f\x98\x82',tlen,-1,,
b'Feel the summer breeze. \xf0\x9f\x98\x89 @ Water World Pantukan https://t.co/Ig5LV2bX44',en,0,,
b'@AgGaring Same post 2 days ago haha \xf0\x9f\x98\x82',en,0,,
b'just woke up and unang nakita ko dito ay kalamay',tlen,1,,
b'@Mikhaaaiiil E?',others,0,,
b'https://t.co/QfRN5sA60Z',others,0,,
b'trueee',en,1,,
b'sakit ulo ko',tl,-1,,
b'@YokiiBoy Weeeh gahaha',tl,0,,
b'\xf0\x9f\x98\x82\xf0\x9f\x98\x9e',emoji,1,,
b'@GracielleeMaee Lagi naman aq mabait hehe THANK U GRASIL',tlen,1,,
b'@yenyen_mrn HAHHAHAHAHA YAWA KA YEN ANA MANANG MA HURT HAHAHHAHAHA',others,0,,
"b""@leejeansphils Ootd for yesterday's mall show \xf0\x9f\x92\x95 #LeeJeansPH #MoveYourLee https://t.co/EaDHkT2T6i""",en,0,,
b'naalala ko si sir ivan @amacynggg hahahahahaha corny \xf0\x9f\xa4\xa3',tlen,-1,,
b'The kids chugged gravy. \xf0\x9f\x98\x82',en,0,,
b'@engrbaboy https://t.co/iWY5Jtc9RX',others,0,,
"b'Everyone wants to live on top of the mountain, but all the happiness and growth occurs while you are climbing it, parang yung pag-akyat ko kanina, parang tayo. Nakakapagod. \xf0\x9f\x98\x82\xf0\x9f\x98\xad\n\nHaha minsan ang tao parang lugar. Hindi na dapat balikan. \xf0\x9f\x98\x82\xf0\x9f\x98\xad\xf0\x9f\x98\x82 https://t.co/r3kO5E0SAT'",tlen,-1,,
b'Kanen ka man HAHAHAHA',others,0,,
b'Ganda ka? https://t.co/RqQkIfqd81',tl,1,,
b'@harleyxcuartero mga 3 uxxto mo vuh?',tl,1,,
"b'Sakit ng ulo ko sa turbulence, Besh.'",tlen,-1,,
b'@graciagodinezzz \xf0\x9f\x92\x97',others,0,,
b'@makrecide_ @Popocutee Pag taga halayhayin daks',tl,1,,
"b""@heyazenn He's using LG at that time. Hahaha""",en,0,,
"b""Stop expecting loyatly from people who can't even give you honesty.""",en,-1,,
b'Ganto kamao ko pag nang gigil ako sayo!\xf0\x9f\x98\x87\xf0\x9f\x98\x82',tl,-1,,
"b'Loving how it is . \xe2\x9d\xa4\xef\xb8\x8f\xe2\x9b\xb0\n\n#CEDAR \n#BukidnonTrip @ Cedar, Impasug-Ong, Impalutao, Bukidnon https://t.co/GVlBKIF3mU'",en,1,,
b'Kakatweet ko lang nung picture ko deleted agad hahahaha',tlen,-1,,
"b'gonna go for now (@ Balasan Transport Terminal in Balasan, Iloilo) https://t.co/qbn53UWbZO'",en,0,,
"b'You\xe2\x80\x99ve never been a bastard\n\nYou are Aegon Targaryen, true heir to the Iron Throne'",en,0,,
"b'g force, let\xe2\x80\x99s get it \xf0\x9f\x94\xa5\xf0\x9f\x94\xa5\xf0\x9f\x94\xa5\xf0\x9f\x92\xaa\xf0\x9f\x8f\xbb\xf0\x9f\x92\xaa\xf0\x9f\x8f\xbb\xf0\x9f\x92\xaa\xf0\x9f\x8f\xbb https://t.co/9DSxgE52gi'",others,0,,
b'So pagka gising hubo tshirt and ligo agad\xf0\x9f\x98\x82 https://t.co/oUmCrV1Puu',tlen,0,,
b'@_leadaluyo KUHANG KUHA AMPUTA HSHAHAHAHHA',tl,1,,
b'gusto ko tuloy ng kalamayyyy',tl,1,,
"b""Let's do this, so we can stop doing this.""",en,0,,
b'NO LIGO WITH BEBE! \xf0\x9f\x98\x82\xf0\x9f\x92\x9e https://t.co/3WoffmOOXa',tlen,1,,
b'@AgGaring *tweet hahaha',en,1,,
"b'Good Times and Tan Lines \xf0\x9f\x8c\xb8 @ Patar White Beach, Bolinao, Pangasinan https://t.co/Ued7Y0H2NZ'",en,0,,
b'@jazmanyun Kak\xf0\x9f\x98\xad\xf0\x9f\x98\xad',emoji,-1,,
b'Hayyy sa wakas last dose na',tlen,1,,
b'Mora naman nig gakalayo ang dalan sa cagayan!',others,0,,
b'HAHAHHAHAHAHA',en,1,,
b'NATATAWAAA AKO KAY ALDEN\xf0\x9f\x98\x82',tl,1,,
b'Batiag nawng amaw jd uy hahah',others,0,,
"b'My first love, broke my heart for the first time'",en,-1,,
b'I think it\xe2\x80\x99s time.',en,0,,
b'12hrs tulog puta sarap hahaha. \xf0\x9f\xa4\x99',tlen,1,,
b'That smile \xf0\x9f\x98\x8d Xiumin my loves \xe2\x9d\xa4\xef\xb8\x8f https://t.co/9GbcYEq1fk',en,1,,
b'@/bacsaaa\xf0\x9f\x92\x9b',emoji,1,,
b'Bitinaaaa',others,0,,
b'@Kylelsss Ikaw lang naman ayaw sumama hahahaha',tl,-1,,
b'WAHHHH PAMPASAYA NG ARAWWWW \xf0\x9f\x98\xad\xf0\x9f\x92\x95\xf0\x9f\x92\x95\nCUTIEEEEZ',tl,1,,
b'@Mikhaaaiiil Jeje hahaa',tlen,-1,,
b'@rarge11 Hahaha murag btaw jud. Hahah Enjoy jud dha. Walay ingana dri hahaha',others,0,,
b'sige k lapit pa uwu',others,0,,
b'Mag ml nalang\xf0\x9f\x98\x82 bye',tlen,0,,
b'@denchuuyy MAGANDA YAN BWHAHHAHAHHAHAHHAHA',tlen,1,,
b'@dzynae Wala pako kaadto ddto. Ubana ko',others,0,,
b'https://t.co/E0WPxDbXz2',others,0,,
b'Pala desisyon avy jade \xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3',others,0,,
"b""but I don't wanna dance if I'm not dancing with you""",en,-1,,
b'Gastos na naman ituuuu',tl,-1,,
b'nag bago ung pananaw ko sa pineapple \xf0\x9f\x98\xa9\xf0\x9f\xa4\xa2',tlen,-1,,
"b""A way to a man's heart is through his stomach.. so, since I don't know how to cook fried chicken, Youtube will be a great help...\xf0\x9f\x8d\x97\xf0\x9f\x8d\xbd\xef\xb8\x8f""",en,1,,
b'funny jud ni nga part hahahahahaha',others,0,,
b'on our way home \xe2\x9d\xa4\xef\xb8\x8f',en,0,,
b'masu gamiss ako ni duday ah',others,0,,
b'@clpagaduan Incest is wincest',en,-1,,
b'Winter is cumming',en,0,,
b'kakapoy baya sig katogs balay oyyy wtg?',others,0,,
b'grabe ustu q swimming hnngg',tlen,-1,,
"b'DSLR Cam ++ Travel,ughhhh!!! Saraaaap sa feeling heaveeen!!!!'",tlen,1,,
b'Maka apil unta mes inter brgy uy.',others,0,,
b'daming koreana na cute hahahaha shux :&gt;',tlen,1,,
b'hoy sobrang ganda mo &amp; solid laughtrip ka lagi lalo na sa stories niyo hehe i hope mahanap mo na si da one ba truly deserve mo kasi u deserve all the love n care sa mundo \xe2\x9d\xa4\xef\xb8\x8f yie gala tayo this summer n sana kasabay ko na kayo next sy :((',tlen,1,,
b'More travel to come baby!!!! \xf0\x9f\x98\x8a\xf0\x9f\xa4\x98\xf0\x9f\x8f\xbc',en,1,,
"b'So, Jon Snow is fucking her Aunt, Daenerys Targaryen \xf0\x9f\x98\xb1\xf0\x9f\x98\xb1\xf0\x9f\x98\xb1\n#gameofthrones \n#GameofThronesSeason8 \n#ForTheThrone'",en,0,,
"b""'Bulawan' ang cute nilangaw 3.\n#ALDENonEBxBULAWAN""",tl,-1,,
b'Lang magawa e. https://t.co/Nql31vEKVt',tl,0,,
b'si tots na love ng bebe ko!',tlen,1,,
b'@BrixLouisValdez @jdyaustria Realtalk yan?? Maliligo na kooo',tlen,0,,
b'pag mahal ka babalikan ka? HAHAHA pag nag fail yung isa tsaka ka babalikan.',tlen,-1,,
b'Kaning tindera sa photocopyhan ba murag tag iyag spc hastang malditaha. Tarung gurow tag approach ug tao tiiiiiii',others,0,,
b'Alak nanaman mamaya tas 3 days straight na akong 3 or 4 am natutulog HAHAHAHAHAHAHAHAHHA onti na lang patay na',tlen,-1,,
b'@allie3mee inom taaa',others,0,,
b'@JoshuaPamatian TANGINA GANYAN YUNG PAKIRAMDAM KO MAN! TANGINA SANA DI NILA MARANASAN TONG GANTO KASI TANGINA NAPAKAHIRAP',tl,-1,,
b'@silangpaoooo \xf0\x9f\x92\x9b',emoji,1,,
b'@_micadizon Sa ibang team kayo mapupunta!! Akin yun!! HAHAHAHHA',tlen,0,,
b'KILIGA HAHAHAHHHAAHAHAHHHAHHAHAHAH',tlen,1,,
b'walang akong kwenta \xf0\x9f\xa4\x97',tl,-1,,
b'@sheena4ever16 Wow buti pa kayo tumaas na haha jk',tlen,0,,
"b'@eynamorts Hindi mo sila tunay friends, di sila masaya for you. Chos! Hahahaha'",tlen,-1,,
b'oopz',tlen,-1,,
b'@jxe_xndr OA mo sa part nayan',en,-1,,
b'https://t.co/Gp7xKlceSf',others,0,,
"b'Otw home, yays'",en,1,,
b'Tagal magonline aa',tlen,-1,,
b'Okay cleansing on a weekend is a scam.',en,-1,,
b'@rheadelearth HAHAHA ay hindi naman kayo yan e \xf0\x9f\x98\x82 don lang sa mga nakakakampi ko \xf0\x9f\x98\xa9',tl,0,,
b'@christinebelo_ Dito kana kumain',tl,0,,
b'Kalami i hug \xf0\x9f\x98\xa2',others,0,,
b'JUS QQQQQQ KA DIRIIIIII',tl,-1,,
b'Nawawalang pamilya and rare diseases',tlen,-1,,
b'Pildi gyd bsta makig lalis skoa oiepz',others,0,,
b'Kapag nanjan na. Tinatamad kanamn. Ano na josephhhhhhhg',tl,-1,,
b'training latuuurzzz \xf0\x9f\x8f\x90',en,1,,
b'Ughhhhhhh!!!!',en,-1,,
b'4-24-19 \xf0\x9f\x8e\x93',emoji,1,,
"b'Lord hatagi meg kusog, hugno kaayo! \xf0\x9f\x98\xa9\xf0\x9f\x98\xad\xf0\x9f\x99\x8f'",others,0,,
b'sobrang laking impact saming dalawa yung nangyareng away namin :((',tlen,-1,,
b'me is attracted to moreno',tlen,1,,
b'@DumlaoPH ano ba course mo??',tlen,0,,
b'At least aware sya nga may video. Hahahaah \xe2\x80\x9cpag nag palo si \xe2\x80\x9cano\xe2\x80\x9d. Hahaah cheret.',tlen,-1,,
b'Way back home',en,0,,
b'@yesjackelynadao Tangina ang sakit. :(',tl,-1,,
b'franco &gt; disco\n\nBAHAHAHAHAHAHA',tlen,1,,
"b'4 rings, 2 hands, 6 fingers. \xf0\x9f\x98\x8d\xf0\x9f\x98\x8d'",en,0,,
b'\xe2\x80\x9cA poor fisherman who knows the beauties of the misty mornings is much richer than a wealthy man who sleeps till noon in his palace!\xe2\x80\x9d\nMehmet Murat ildan\n\nMakoy\n#ALDENonEBxBULAWAN',others,0,,
b'@camillenaredo @InternetMigs HAHAHAHAHAHAHA Tawang-tawa ako \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82 so nakuha mo na ba yung interview ni coach??',tlen,1,,
b'eat',en,0,,
b'HAHAHAHAHAAHAHA',en,1,,
b'lame ang kinawat na suha bish!\xf0\x9f\x98\x82',others,0,,
b'BTS Make History And Shatter Cultural Barriers With Rousing Saturday Night Live Performances https://t.co/9iuS9zJMEC via @MTVNews #LuvAttack',en,1,,
b'@gemiieLee ikaw na sunod gem',tl,0,,
b'@iMatexxx Bahalag bala basta hilas',others,0,,
b'@xdjjss hala',tl,0,,
"b""Magkaibang levels of preparation 'yon. Mas mahirap ang pre-boards namin kesa board. We can't deny the fact na marami 'tong advantages pero in my part, parang hindi ko na alam kung paano ko 'to ipapasa. Hahaha!""",tlen,-1,,
"b'BRGY. 129, Binhagan, Caloocan\xf0\x9f\x92\x95\nW/ Dance Intsuctor Lorena \xf0\x9f\x98\x89\n\n#ZommbarangayWinner\n#April82019 @ Tondo, Manila, Philippines https://t.co/fdickjmdMR'",en,0,,
b'@zellexviii tangina hahaha',tl,1,,
b'mood',en,0,,
b'I love you and I will miss you my baby boy \xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad huhuhuhu wala koda ngaman wala ka nag bato? \xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad',en,1,,
b'\xf0\x9f\x98\x82\xf0\x9f\x98\x82',others,0,,
"b'@mrnltbr Ayy sorry, Lord!! Mangampo ta managkot ta oi. Yes free ra ko where man hehehehe'",others,0,,
b'@vmrosanes HAHA! Whut? Nanunuod ka din ba??',tlen,1,,
b'initay pud kaayo magbaktas\xf0\x9f\x98\x96',others,1,,
b'\xf0\x9f\x98\x8d',others,0,,
b'Craving for new phone \xf0\x9f\x98\xad',en,0,,
b'Kung kelan ka tumanda saka ka di marunong tumanggap ng pagkakamali.',tl,-1,,
b'sunod sunod naman tong mga nag aadd HAHAHAHAHA',tl,1,,
"b'Stop turning the tables. Acceptance baby, acceptance \xf0\x9f\x92\x8b act on your age. Menopause ka na di ka na bata'",tlen,-1,,
b'@loreinnvr gagi ka diko alam yon HAHAHAHAHA',tl,1,,
b'hoy dignidad sa vid hahahaha pero way elch \xf0\x9f\x98\x82',others,0,,
b'Sleepy na ko super layo ko pa sa fairview \xf0\x9f\x98\xad',tlen,-1,,
b'With taph taph',en,0,,
b'malingaw gyud kong Sir Doce bay\xf0\x9f\x98\x82',others,0,,
"b'ikaw? hilakan? unsa ka, beplop?'",others,0,,
b'Hahahahaha show some respect',en,-1,,
b'Ang ineeetttt. chz https://t.co/B5c9mckAIQ',tl,-1,,
"b'kaka-alis kolang sa bahay nila april, andito naman ako kila kate HAHAHA'",tl,1,,
b'la ako kasama sa mahal na araw ah \xf0\x9f\x99\x84',tl,-1,,
b'@Edzbebillo \xe2\x98\xba\xef\xb8\x8f\xf0\x9f\xa5\xb0\xe2\x98\xba\xef\xb8\x8f',others,0,,
b'@iceicecute @abibongrea @psyriee @AngelCirstin @Pangaaaaa Huwaw maula sad mi',others,0,,
b'amaywa HAHAHAHAAHAHAHAHAAHHAHAHAHAHA',others,0,,
b'HAHAHAHAHHAAH YATEEE TRRUUUUEENSSS',en,1,,
"b'It\xe2\x80\x99s only 12:43pm and I already spent P1,251 on Grab. https://t.co/4CEwOoxjNI'",en,-1,,
b'Gutom na gutom na ako kaso mataas pride ko hindi ako kakain bahala kayo jan',tl,-1,,
b'Yay makagawas najud taw\xe2\x80\x99n ko aring balaya for a couple of hours',others,0,,
b'TaE TaE ka tih girl ginigigil mo ko masyado \xf0\x9f\x99\x83 HAHAHAHA',tl,-1,,
b'@TitoMacMoto Valar morgulhis sa may trabaho \xf0\x9f\x99\x83',tl,0,,
b'Kaso ang hirap nguyain sakit sa bagang',tl,-1,,
"b'Everyone wants to live on top of the mountain, but all the happiness and growth occurs while you are climbing it, parang yung pag-akyat ko kanina, parang tayo. Nakakapagod. \xf0\x9f\x98\x82\xf0\x9f\x98\xad\n\nHaha minsan ang tao parang lugar. Hindi na dapat balikan. \xf0\x9f\x98\x82\xf0\x9f\x98\xad\xf0\x9f\x98\x82 https://t.co/cglYPaj6NR'",tlen,-1,,
"b""Tuna tostada and i just can't get enough...\n\n#Foodie #HealthyFood #LaChinesca #tuna #Tacos #mexicanfood #Goodfood #Food #Eat #mouthwatering #mouthgasm #foodphotography #foodtravel #Yummy #Philippines #Wanderlust\xe2\x80\xa6 https://t.co/cbZAbSyofQ""",en,1,,
b'Uwi p ba wag naa',tl,0,,
b'\xf0\x9f\x98\x93',others,0,,
b'Ewan ko din. https://t.co/JnVgUNayMP',tl,-1,,
"b'hi ate ure really pretty &amp; nice hehe i like ur hair color, hope to see u soonest!! stay in love ang cute niyo ng bf mo :(('",tlen,1,,
b'Monday Shift.',en,0,,
b'gala naman jan oh tumal e tangina ng pldt',tl,-1,,
b'ANG LALA NA NG MGA BABIES KO :&lt;',tlen,-1,,
b'linte may fats euta ako ahahahahahahaha uwu',tlen,-1,,
b'ang hirap pumila sa bangko ay. nabulok na ako dun ng ilang oras hays HAHAHA',tlen,-1,,
b'Game of Thrones\xf0\x9f\x99\x8f',others,0,,
b'https://t.co/VrCAehdHwn',others,0,,
b'Lezgooooooo!! Thaaaaank youuuuu vice gel!! \xe2\x9d\xa4\xf0\x9f\x98\x8a https://t.co/jIJLY0iscx',tlen,1,,
b'Wow sa sobra ko ka excited gna la ko na notice nga \xe2\x80\x9cgames\xe2\x80\x9d na type \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82',tlen,1,,
b'Sobrang init. Kasing init ng nararamdaman ko para sa iyo! \xf0\x9f\x98\x82\nNgiting tagumpay sa exam \xf0\x9f\x98\x81\xf0\x9f\x98\x81\n\nThank you Lord!! https://t.co/A4vkmuonyI',tlen,1,,
